21_JUMP_STREET.srt 	21_JUMP_STREET_DVS588 	01:31:40,00 --> 01:31:45,50 	someone keeps his eyes squeamishly shut and fires upward.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS411 	01:17:07,00 --> 01:17:11,50 	he shuts the door.
THE_CALL.srt 	THE_CALL_DVS185 	00:14:59,00 --> 00:15:03,50 	she shuts her eyes.
THE_CALL.srt 	THE_CALL_DVS979 	01:15:16,00 --> 01:15:21,50 	shutting her flashlight off,
THE_CALL.srt 	THE_CALL_DVS990 	01:16:00,00 --> 01:16:06,50 	now, someone scurries back through the white door and shuts it, pressing herself against it.
THE_CALL.srt 	THE_CALL_DVS1079 	01:21:03,00 --> 01:21:07,50 	the teen shuts her eyes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS300 	00:45:28,00 --> 00:45:36,50 	someone shuts the door behind him, then draws a curtain covering the windows to the ward floor.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS380 	00:58:11,00 --> 00:58:16,50 	someone shuts his passenger door.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS430 	01:05:10,00 --> 01:05:15,50 	the teen shuts his eyes, frowning against the light.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS730 	01:43:03,00 --> 01:43:07,50 	someone shuts it and sighs.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS159 	00:16:50,00 --> 00:16:57,50 	she eyes him and shuts the door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS222 	00:26:55,00 --> 00:27:01,50 	he shuts the fridge and shares a look with the hungry cat.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS246 	00:29:03,00 --> 00:29:08,50 	someone quickly shuts the door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS435 	00:51:53,00 --> 00:52:00,50 	someone shuts the door and positions himself in front of it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS451 	00:52:59,00 --> 00:53:04,50 	her hand bumps it shut as someone drags her back.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS572 	01:03:35,00 --> 01:03:43,50 	he shuts the door and lingers in front of it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS725 	01:20:35,00 --> 01:20:40,50 	she shuts her laptop then packs it up.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS727 	01:20:44,00 --> 01:20:49,50 	shutting the door behind him,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS824 	01:34:18,00 --> 01:34:24,50 	someone exits, someone shuts his eyes.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS962 	01:46:37,00 --> 01:46:46,50 	as the manager marches out haughtily someone finishes flipping through the pages of a binder then shuts it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1265 	02:13:18,00 --> 02:13:22,50 	she shuts the door.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS307 	01:50:54,00 --> 01:50:59,50 	he swallows and shuts his eyes.
THE_VOW.srt 	THE_VOW_DVS215 	00:27:25,00 --> 00:27:33,50 	as he shuts the door and carries their things, someone wrings her hands and ventures warily into the living room.
THE_VOW.srt 	THE_VOW_DVS227 	00:29:32,00 --> 00:29:37,50 	her gaze anguished, someone shuts her eyes.
THE_VOW.srt 	THE_VOW_DVS269 	00:34:17,00 --> 00:34:22,50 	someone offers a small wave and he shuts the door.
THE_VOW.srt 	THE_VOW_DVS603 	01:23:43,00 --> 01:23:52,50 	outside, someone loads the box on top of another in the back of his wagoneer, then shuts the rear gate.
THE_WATCH.srt 	THE_WATCH_DVS19 	00:03:06,00 --> 00:03:14,50 	at night, the store's lights shut off and the metal security door rolls down.
THE_WATCH.srt 	THE_WATCH_DVS237 	00:43:34,00 --> 00:43:39,50 	she shuts the door in his face.
THE_WATCH.srt 	THE_WATCH_DVS437 	01:19:44,00 --> 01:19:49,50 	now, on the street, someone's car doors shut.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS131 	00:25:39,00 --> 00:25:47,50 	someone shuts his laptop.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS393 	01:11:09,00 --> 01:11:15,50 	someone shuts his eyes and bows his head.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS413 	01:14:41,00 --> 01:14:47,50 	someone shuts his laptop.
THOR.srt 	THOR_DVS548 	01:27:15,00 --> 01:27:19,50 	someone shuts her eyes and sobs.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS221 	00:28:22,00 --> 00:28:27,50 	someone paws at the air, her eyes still shut.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS369 	00:40:26,00 --> 00:40:36,50 	someone squeezes his eyes shut and pushes the magic generator button on his wand.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS644 	01:11:22,00 --> 01:11:27,50 	someone squeezes his eyes shut,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS782 	01:24:11,00 --> 01:24:17,50 	his back still to someone's remorseful gaze, someone shuts his eyes and bites his lip.
TRUE_GRIT.srt 	TRUE_GRIT_DVS259 	00:53:27,00 --> 00:53:31,50 	they shut the door.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS350 	00:41:27,00 --> 00:41:31,50 	she shuts the door.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS553 	01:26:30,00 --> 01:26:34,50 	he shuts himself in his room.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS567 	01:27:34,00 --> 01:27:39,50 	clad in a red hooded sweatshirt and jeans, someone comes in and shuts the door.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS464 	01:04:59,00 --> 01:05:06,50 	later, they return to someone's apartment and someone shuts the door behind them.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS231 	00:17:39,00 --> 00:17:46,50 	at the end, someone shuts herself into an alcove with someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS466 	00:41:48,00 --> 00:41:53,50 	someone presses his lips shut and swallow
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS964 	01:28:55,00 --> 01:29:00,50 	he shuts the door behind him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1019 	01:31:59,00 --> 01:32:04,50 	someone shuts the lid, darkening our view.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS167 	00:32:09,00 --> 00:32:14,50 	someone shuts his door and starts his car.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS365 	01:09:28,00 --> 01:09:32,50 	she shuts the door.
ZOMBIELAND.srt 	ZOMBIELAND_DVS170 	00:16:56,00 --> 00:17:02,50 	he tries to shut her out but she blocks the door with her foot.
ZOMBIELAND.srt 	ZOMBIELAND_DVS352 	00:40:32,00 --> 00:40:39,50 	someone shuts the door, remaining seated, and someone smiles.
ZOOKEEPER.srt 	ZOOKEEPER_DVS104 	00:21:49,00 --> 00:21:53,50 	his house and shuts the door.
