A_GOOD_DAY_TO_DIE_HARD.srt 	A_GOOD_DAY_TO_DIE_HARD_DVS200 	00:17:27,00 --> 00:17:33,50 	someone emerges through the haze, gripping someone's handcuffs.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS89 	00:23:46,00 --> 00:23:56,50 	now, someone finds someone gripping the spear in his own gut.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS90 	00:24:05,00 --> 00:24:09,50 	someone grips the spear shaft.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS365 	01:30:38,00 --> 01:31:05,50 	one dirt smeared adolescent, gripping a pole arm, eyes the village with a jealous longing pout.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS411 	01:43:36,00 --> 01:43:40,50 	he shuffles toward the door, gripping a sword
SANCTUM.srt 	SANCTUM_DVS425 	01:21:41,00 --> 01:21:51,50 	later, he and someone climb a narrow gap between two rock faces, pressing their backs to one and gripping the other with their hands and feet.
SANCTUM.srt 	SANCTUM_DVS436 	01:23:08,00 --> 01:23:15,50 	with a hand gripping each rock face, someone steps on to his father's thigh,
SANCTUM.srt 	SANCTUM_DVS517 	01:36:54,00 --> 01:37:01,50 	as someone's hand grips his son's arm, someone's lips tremble.
SOUL_SURFER.srt 	SOUL_SURFER_DVS278 	01:20:10,00 --> 01:20:17,50 	he grips a rope handle across the board's midline a few feet from its nose.
SPARKLE_2012.srt 	SPARKLE_2012_DVS484 	01:18:35,00 --> 01:18:42,50 	someone stands over him, gripping the poker in both hands.
SUPER_8.srt 	SUPER_8_DVS121 	00:18:51,00 --> 00:18:57,50 	standing, someone grips the locket necklace in his shaking left hand.
SUPER_8.srt 	SUPER_8_DVS398 	01:12:18,00 --> 01:12:24,50 	a soldier griping a rifle opens the door.
SUPER_8.srt 	SUPER_8_DVS625 	01:41:19,00 --> 01:41:25,50 	someone grips the necklace chain as the locket moves toward the ship.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS335 	00:52:04,00 --> 00:52:10,50 	someone grips the controls as turbulent winds blow them about.
THE_CALL.srt 	THE_CALL_DVS146 	00:11:50,00 --> 00:11:57,50 	someone grips her head with both hands, pacing.
THE_CALL.srt 	THE_CALL_DVS152 	00:12:36,00 --> 00:12:41,50 	the hand grips her chin and a finger passes over her mouth.
THE_CALL.srt 	THE_CALL_DVS674 	00:52:23,00 --> 00:52:30,50 	someone grips the front seats and tries pulling her hips through the opening.
THE_CALL.srt 	THE_CALL_DVS837 	01:03:45,00 --> 01:03:49,50 	gripping the top of her head, he roughly keeps the mask in place.
THE_CALL.srt 	THE_CALL_DVS840 	01:03:51,00 --> 01:04:05,50 	he removes her sandals and grips her ankles as she pulls away.
THE_CALL.srt 	THE_CALL_DVS1124 	01:24:46,00 --> 01:24:54,50 	someone watches nervously as he grips the scissor handle and slowly yanks the instrument out of his body.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS115 	00:19:53,00 --> 00:19:58,50 	the girls stagger gripping golf clubs.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS458 	01:21:24,00 --> 01:21:38,50 	as the jeep comes up fast on the vw's unguarded side, someone grips the roll bar and leans out.
THOR.srt 	THOR_DVS140 	00:20:43,00 --> 00:20:49,50 	someone grips someone's arm as a frost giant steps in front of them.
THOR.srt 	THOR_DVS160 	00:22:39,00 --> 00:22:46,50 	someone grapples with an ice giant who grips someone's arm searing the flesh as it burned.
THOR.srt 	THOR_DVS163 	00:22:56,00 --> 00:23:03,50 	the giant grips someone's arm, which turns the same dark blue color as the giant's own skin.
THOR.srt 	THOR_DVS286 	00:39:12,00 --> 00:39:20,50 	shaking his head slightly, someone grips two handles on the sides of the small casket and picks it up.
THOR.srt 	THOR_DVS414 	01:04:40,00 --> 01:04:47,50 	apparently unseen by the workers all around him, someone grips the hammer's handle.
THOR.srt 	THOR_DVS509 	01:22:44,00 --> 01:22:52,50 	gripping his ax, someone dashes toward someone, who flings him up the street toward the destroyer.
THOR.srt 	THOR_DVS697 	01:44:25,00 --> 01:44:32,50 	later, someone approaches someone, who stands gripping his sword at the ragged end of the bridge.
TRUE_GRIT.srt 	TRUE_GRIT_DVS454 	01:30:31,00 --> 01:30:38,50 	someone draws a rifle and someone two pistols, gripping the reigns between his teeth
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS303 	00:48:09,00 --> 00:48:16,50 	someone laughs at someone gripping a handful of snakes.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS669 	01:38:16,00 --> 01:38:21,50 	they grip each other's hands.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS436 	00:38:12,00 --> 00:38:18,50 	he swings gently as his feet grip the model tightly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1110 	01:40:10,00 --> 01:40:17,50 	someone flips three switches, then grips a lever and slides it upward.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1304 	01:57:32,00 --> 01:57:39,50 	gripping the chain, she steps backward.
ZOMBIELAND.srt 	ZOMBIELAND_DVS264 	00:29:19,00 --> 00:29:25,50 	the driver's side window shows hands gripping the steering wheel.
ZOMBIELAND.srt 	ZOMBIELAND_DVS329 	00:37:18,00 --> 00:37:23,50 	then grips the wheel and drives off.
ZOMBIELAND.srt 	ZOMBIELAND_DVS503 	00:58:55,00 --> 00:59:03,50 	now gripping a bottle of wine, someone watches someone on the sly as he straightens some wall art
