21_JUMP_STREET.srt 	21_JUMP_STREET_DVS186 	00:31:29,00 --> 00:31:33,50 	working alone at a computer.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1411 	01:36:05,00 --> 01:36:12,50 	she calmly works a bamboo stylus on a panel of the open fan,
SUPER_8.srt 	SUPER_8_DVS550 	01:32:13,00 --> 01:32:20,50 	inside the chamber, the creature works on a machine while eating a human leg.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS248 	00:37:22,00 --> 00:37:28,50 	working together, someone and someone swing a lifeboat over the side of the ship.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS334 	01:05:01,00 --> 01:05:08,50 	he works out a trigonometry equation.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS338 	01:05:48,00 --> 01:06:19,50 	later he uses a calculator to work out a problem for his trig final.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS339 	01:06:17,00 --> 01:06:53,50 	now in his loft, someone works on a painting as dawn breaks outside his windows.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS340 	01:06:55,00 --> 01:07:02,50 	meanwhile, someone works on his own painting in a white t-shirt.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS380 	01:13:26,00 --> 01:13:42,50 	working facing the wall, the administrator turns and looks up at someone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS163 	00:33:12,00 --> 00:33:23,50 	he enters a dingy backroom where bookies work at stations along a table.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS171 	00:35:42,00 --> 00:35:52,50 	someone works his jaw driving his blue convertible past them.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS333 	01:01:32,00 --> 01:01:38,50 	inside, a pristinely quaffed woman works a reception desk.
THE_CALL.srt 	THE_CALL_DVS873 	01:06:12,00 --> 01:06:18,50 	someone sits at her desk working a recorder's controls.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS43 	00:08:42,00 --> 00:08:49,50 	now, he works in a metropolitan office.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS269 	00:42:57,00 --> 00:43:06,50 	working his jaw, someone briefly returns his vulnerable gaze to the stranger's house, then droops his head forward.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS458 	01:08:31,00 --> 01:08:38,50 	someone works his way up to a sprint, staring at someone through wild eyes.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS247 	00:29:05,00 --> 00:29:12,50 	later, as gunnar works on the fireplace, someone brings him coffee.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS312 	00:37:53,00 --> 00:38:01,50 	under her new guardian's menacing gaze she works her lips, struggling to remain composed.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS475 	00:54:50,00 --> 00:54:56,50 	his bearded jaw works rhythmically as he thrusts himself into her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS607 	01:07:01,00 --> 01:07:10,50 	she works her boot out of view and someone writhes painfully.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS890 	01:39:15,00 --> 01:39:22,50 	as he works them down the rest of the way she lowers herself back on top of him.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS103 	00:35:16,00 --> 00:35:23,50 	that night, they drive through a blizzard, the windshield wipers working through a layer of snow.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS96 	00:31:07,00 --> 00:31:35,50 	now in his room, someone works.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS271 	01:42:31,00 --> 01:42:41,50 	someone spies someone at a distance in headphones working at a station across the main floor.
THE_VOW.srt 	THE_VOW_DVS118 	00:12:13,00 --> 00:12:20,50 	someone works a mound of clay on the table in an art studio.
THE_VOW.srt 	THE_VOW_DVS136 	00:14:20,00 --> 00:14:24,50 	she pulls up his shirt to reveal his toned back, and works it over his head.
THE_VOW.srt 	THE_VOW_DVS272 	00:34:29,00 --> 00:34:35,50 	inside, someone works at a soundboard.
THE_VOW.srt 	THE_VOW_DVS426 	00:59:29,00 --> 00:59:36,50 	at the studio, someone joins someone as she works a recording session.
THE_VOW.srt 	THE_VOW_DVS472 	01:07:50,00 --> 01:07:58,50 	someone unbuckles her safety belt, then writhes in her seat, working her demure dress off over her head.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS410 	01:36:02,00 --> 01:36:09,50 	as someone works at a valet station, a silver mercedes, like someone's, pulls up.
THOR.srt 	THOR_DVS699 	01:44:51,00 --> 01:44:56,50 	on earth, someone works in her lab.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS344 	00:39:02,00 --> 00:39:07,50 	he works the puck between his skates.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS572 	01:03:20,00 --> 01:03:24,50 	someone drops his gaze and works his lips.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS602 	01:05:49,00 --> 01:05:56,50 	at the rink, someone works a puck around a simple dummy consisting of two feet and a stick.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS370 	00:43:49,00 --> 00:43:58,50 	someone winces a little as she works his loins.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS418 	00:50:43,00 --> 00:50:53,50 	someone picks up the someone, black, vibrating panties and carefully works them over her black high heels.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS207 	00:35:44,00 --> 00:36:05,50 	as someone works on a porcupine enclosure, crystal hands him a 	tool.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS214 	00:37:17,00 --> 00:37:22,50 	someone works on an overhang.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS299 	00:47:13,00 --> 00:47:22,50 	as llamas, a hawk, and oxen stir, someone works in the kitchen.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS737 	01:45:18,00 --> 01:45:25,50 	now a rain-drenched window shows someone working leather in her room.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS281 	00:40:01,00 --> 00:40:11,50 	in a flashback, someone works as a waitress, wearing a short black dress with a white apron and frilly white hat.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS494 	01:10:22,00 --> 01:10:28,50 	under a bright lamp, she painstakingly works on one of her sculptures.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS573 	01:18:44,00 --> 01:18:49,50 	someone looks back and forth between them, working her mouth.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS600 	01:21:25,00 --> 01:21:30,50 	she works her mouth, then leans over the banister.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS629 	01:26:15,00 --> 01:26:24,50 	darling pulls someone into a fatherly embrace and slow dances with her, someone works his way over to them.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS707 	01:35:39,00 --> 01:35:46,50 	someone gets out and runs through the stopped vehicles, then works her way through the lively crowd.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1091 	01:38:39,00 --> 01:38:45,50 	beast works the controls and the jet steadies itself.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1152 	01:43:01,00 --> 01:43:07,50 	someone eyes the cockpit, where beast works the controls.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS246 	00:46:47,00 --> 00:46:52,50 	someone works at a nearby table.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS329 	01:01:42,00 --> 01:01:49,50 	working with his distilling equipment, someone slips his arm into his crutch then limps toward the driveway.
ZOMBIELAND.srt 	ZOMBIELAND_DVS128 	00:11:15,00 --> 00:11:22,50 	the young man performs squats and knee lifts, working his arms with his shotgun.
