21_JUMP_STREET.srt 	21_JUMP_STREET_DVS237 	00:38:59,00 --> 00:39:08,50 	the coach tries to take it away but he keeps his hips
CHASING_MAVERICKS.srt 	CHASING_MAVERICKS_DVS39 	00:02:50,00 --> 00:02:56,50 	he tries to shake the salty water off his face.
CHRONICLE.srt 	CHRONICLE_DVS511 	01:13:05,00 --> 01:13:16,50 	now, as panicked bystanders flee, a camera tries to follow the movements of a body as it smashes through a billboard, then bounces between two buildings.
CHRONICLE.srt 	CHRONICLE_DVS522 	01:14:17,00 --> 01:14:26,50 	as someone tries to prop himself up on his elbows, someone shakes both fists overhead in a primal scream.
CINDERELLA_MAN.srt 	CINDERELLA_MAN_DVS349 	01:26:39,00 --> 01:26:45,50 	beyond an overturned wagon, men try to put out a fire.
COLOMBIANA.srt 	COLOMBIANA_DVS345 	00:30:58,00 --> 00:31:04,50 	she tries to take some candy but he snatches it away.
COLOMBIANA.srt 	COLOMBIANA_DVS644 	01:00:29,00 --> 01:00:35,50 	with his brow creased worriedly, he tries to rub it off
DEAR_JOHN.srt 	DEAR_JOHN_DVS142 	00:22:55,00 --> 00:23:10,50 	trying another wave, someone manages to stand briefly as someone cheers her on.
EASY_A.srt 	EASY_A_DVS84 	00:30:55,00 --> 00:31:02,50 	the bully tries to peer through, as a crowd gathers.
EASY_A.srt 	EASY_A_DVS233 	01:12:33,00 --> 01:12:38,50 	he tries again.
FLIGHT.srt 	FLIGHT_DVS889 	01:44:48,00 --> 01:44:55,50 	he tries to open the thick file someone left for him, and it spreads like an accordion.
FRIENDS_WITH_BENEFITS.srt 	FRIENDS_WITH_BENEFITS_DVS279 	01:13:22,00 --> 01:13:28,50 	a stranger tries to help.
GHOST_RIDER_SPIRIT_OF_VENGEANCE.srt 	GHOST_RIDER_SPIRIT_OF_VENGEANCE_DVS125 	00:20:25,00 --> 00:20:30,50 	ahead, two doctors try to stop someone from leaving.
GHOST_RIDER_SPIRIT_OF_VENGEANCE.srt 	GHOST_RIDER_SPIRIT_OF_VENGEANCE_DVS530 	01:15:21,00 --> 01:15:37,50 	someone tries again to reach for him but stops, his neck crooking convulsively.
GROWN_UPS.srt 	GROWN_UPS_DVS21 	00:06:23,00 --> 00:06:30,50 	as his busty wife brings the phone, he tries to climb out.
HUGO.srt 	HUGO_DVS258 	00:36:25,00 --> 00:36:32,50 	the boy tries to run but the dog blocks his retreat.
HUGO.srt 	HUGO_DVS711 	01:44:51,00 --> 01:44:57,50 	the dogs run over to someone who tries to shoo them away.
INSIDE_MAN.srt 	INSIDE_MAN_DVS36 	00:08:03,00 --> 00:08:09,50 	the slim policeman approaches the entrance and tries the doors.
INSIDE_MAN.srt 	INSIDE_MAN_DVS37 	00:08:10,00 --> 00:08:16,50 	peering inside, he tries another and reaches for his shoulder radio.
IRON_MAN_2.srt 	IRON_MAN_2_DVS174 	00:32:37,00 --> 00:32:46,50 	upside down, with his right shoulder touching the ground, someone places his left hand on the road as he tries to wiggle free.
JULIE_AND_JULIA.srt 	JULIE_AND_JULIA_DVS161 	00:29:08,00 --> 00:29:12,50 	someone tries a bite.
JULIE_AND_JULIA.srt 	JULIE_AND_JULIA_DVS295 	00:58:23,00 --> 00:58:27,50 	someone tries a dollop.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS103 	00:38:37,00 --> 00:38:45,50 	in slow motion, someone, someone and the kids try to cross the parking lot.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS165 	01:00:00,00 --> 01:00:05,50 	he tries to high five someone.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS242 	01:24:25,00 --> 01:24:29,50 	he tries the heimlich maneuver.
KARATE_KID.srt 	KARATE_KID_DVS192 	00:16:43,00 --> 00:16:49,50 	one local boy in a ball cap tries to copy him.
KARATE_KID.srt 	KARATE_KID_DVS1047 	01:24:57,00 --> 01:25:21,50 	now, trying elevated push-ups, someone collapses.
KARATE_KID.srt 	KARATE_KID_DVS1487 	02:01:09,00 --> 02:01:17,50 	now in the stadium's infirmary, a doctor gently tries to rotate someone's bruised swollen knee.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS400 	00:47:01,00 --> 00:47:14,50 	from his makeshift seat, he watches someone mid-boat as the hyena tries to climb up onto the canvas.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS478 	00:53:41,00 --> 00:53:47,50 	he tries to climb on top of the raft but it rolls under his weight.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS506 	00:55:53,00 --> 00:56:03,50 	as someone slurps it down, someone jumps off the boat, he tries to push away on the raft but finds a line tethering him closely to the boat's prow.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS507 	00:56:02,00 --> 00:56:11,50 	as he tries to release the line, someone lunges over the prow swiping his massive claws at his head.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS594 	01:05:40,00 --> 01:05:45,50 	the boy tries casting the line again.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS612 	01:06:47,00 --> 01:06:52,50 	the tiger tries to climb the raft, then the ship's hull.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS626 	01:07:50,00 --> 01:07:57,50 	as he looks around, someone paddles along the hull and tries again without success.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS872 	01:28:05,00 --> 01:28:19,50 	ocean water pours over the frenzied teen as he rips the canvas free of each hook, trying to uncover his friend.
MORNING_GLORY.srt 	MORNING_GLORY_DVS487 	01:40:50,00 --> 01:40:55,50 	someone tries his frittata.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS105 	00:15:40,00 --> 00:15:48,50 	at the apartment, the penguin pecks at the tub, then tries to hop on a ledge and accidentally turns on a faucet.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS218 	00:31:31,00 --> 00:31:40,50 	as stinky's tail feathers rise and fall on nimrod's face, the bird tries to shake them away, but rolls off the bed.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS353 	00:44:46,00 --> 00:44:51,50 	captain spots someone who tries to slip out.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS634 	01:16:49,00 --> 01:17:07,50 	nearby, a big guard intercepts a mother and daughter trying to leave the zoo.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS655 	01:20:42,00 --> 01:20:47,50 	he sees someone trying to wrangle the approaching penguins.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS29 	00:07:49,00 --> 00:07:53,50 	he tries to climb over the wall, but fails.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS408 	01:25:25,00 --> 01:25:38,50 	peering into the vent, she tries to work the scissor blades past the protective metal spiral coiled around the wire.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS417 	01:26:59,00 --> 01:27:08,50 	she keeps trying.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS454 	01:34:04,00 --> 01:34:10,50 	someone tried
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS217 	00:52:53,00 --> 00:52:57,50 	he tries the stalls.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS246 	00:58:14,00 --> 00:58:20,50 	as someone and the kids try the meal, their smiles vanish.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS254 	01:06:58,00 --> 01:07:08,50 	as he tries to shake the fire out, the pearl slips from his grasp.
PROMETHEUS.srt 	PROMETHEUS_DVS783 	01:24:11,00 --> 01:24:17,50 	flailing its tentacles it tries to free itself from the forceps' grip.
PROMETHEUS.srt 	PROMETHEUS_DVS968 	01:46:47,00 --> 01:46:56,50 	as someone and someone desperately try to outrun the trundling vessel, fiery chunks of someone strike the ground all around them.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS598 	01:51:58,00 --> 01:52:17,50 	dear someone, don't try and break me out.
SALT.srt 	SALT_DVS260 	00:45:51,00 --> 00:46:03,50 	he narrows his eyes, trying to get a better look but she slips out of view.
SANCTUM.srt 	SANCTUM_DVS148 	00:31:18,00 --> 00:31:23,50 	someone tries the radio.
SANCTUM.srt 	SANCTUM_DVS164 	00:34:16,00 --> 00:34:21,50 	he tries to yank it off then glares at it.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS204 	00:14:44,00 --> 00:14:50,50 	hobbling forward, the little girl tries to run outside.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS272 	00:18:29,00 --> 00:18:35,50 	snowflakes drift down and the girls try to catch them.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS334 	00:22:46,00 --> 00:22:50,50 	she tries to stifle a chuckle.
SPARKLE_2012.srt 	SPARKLE_2012_DVS86 	00:13:56,00 --> 00:14:02,50 	he tries to follow her, but ducks behind a wall avoiding someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS264 	00:40:56,00 --> 00:41:02,50 	he tries to give sister a kiss, but she shies away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS434 	01:11:24,00 --> 01:11:28,50 	he tries to pin her arms behind her.
SUPER_8.srt 	SUPER_8_DVS467 	01:21:54,00 --> 01:21:59,50 	the creature rocks the bus as the driver tries to start the engine.
SUPER_8.srt 	SUPER_8_DVS471 	01:22:22,00 --> 01:22:27,50 	someone tries to open the cell door.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS38 	00:08:50,00 --> 00:09:02,50 	as the blond girl tries to walk abreast of him, someone ignores her.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS510 	01:31:53,00 --> 01:32:07,50 	as someone tosses bills to patrons and employees, the thugs try to grab the cash from their hands.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1026 	01:50:28,00 --> 01:50:34,50 	he makes his way to a bedroom door, tries the handle, and finds it locked.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1028 	01:50:38,00 --> 01:50:42,50 	he tries another door and it slides open.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1036 	01:51:13,00 --> 01:51:18,50 	he tries the door at the far end but it doesn't budge.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1063 	01:52:42,00 --> 01:52:49,50 	stepping forward he tries a door at the other end of the room and finds it locked.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1210 	02:08:11,00 --> 02:08:16,50 	she tries the other side but he blocks her way.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS53 	00:10:58,00 --> 00:11:04,50 	later, a series of men try to approach someone.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS230 	01:15:16,00 --> 01:15:21,50 	a woman tries to apply makeup to someone.
THE_VOW.srt 	THE_VOW_DVS68 	00:06:07,00 --> 00:06:15,50 	as he takes a sip, she plucks the straw fedora off his head and tries it on herself.
THE_VOW.srt 	THE_VOW_DVS460 	01:06:22,00 --> 01:06:27,50 	someone takes a deep breath, then tries another.
THE_WATCH.srt 	THE_WATCH_DVS55 	00:06:51,00 --> 00:06:56,50 	he reaches the exit door and tries a key.
THE_WATCH.srt 	THE_WATCH_DVS184 	00:33:06,00 --> 00:33:12,50 	he pushes faster and cranes his neck trying for a look at the creature.
THE_WATCH.srt 	THE_WATCH_DVS463 	01:23:09,00 --> 01:23:17,50 	he grabs someone's heart off the floor, stuffs it back in his body, then tries to resuscitate the dead man.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS63 	00:10:14,00 --> 00:10:18,50 	he tries some cake.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS221 	00:41:18,00 --> 00:41:23,50 	someone tries again and his paper ball goes in.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS326 	00:59:25,00 --> 00:59:32,50 	as they both try to exit at the same time, they get log-jammed.
THOR.srt 	THOR_DVS236 	00:32:05,00 --> 00:32:10,50 	doctors and nurses try to restrain someone.
THOR.srt 	THOR_DVS388 	00:57:47,00 --> 00:57:52,50 	he kicks the agent again as he tries to rise.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS661 	01:13:57,00 --> 01:14:03,50 	an opposing player blocks someone as he tries to weave around.
TRUE_GRIT.srt 	TRUE_GRIT_DVS491 	01:32:57,00 --> 01:33:02,50 	she tries to free her foot but cannot.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS304 	00:48:18,00 --> 00:48:22,50 	someone tries to put one in a bucket.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS472 	01:14:17,00 --> 01:14:25,50 	as someone tries to hold the tiger's gaze, he notices someone watching them.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS675 	01:38:52,00 --> 01:39:00,50 	he bounces lightly, then tries another spot.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS366 	00:52:57,00 --> 00:53:02,50 	trying for a better look at someone,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS734 	01:37:20,00 --> 01:37:30,50 	she waves her arms, trying to catch someone's attention.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS740 	01:37:47,00 --> 01:38:14,50 	he tries to wave her off the stage, but she turns to his band.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS857 	01:18:31,00 --> 01:18:36,50 	he tries again and the blast knocks him over.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS367 	01:10:19,00 --> 01:10:24,50 	she tries to kiss him but someone pushes away.
ZOMBIELAND.srt 	ZOMBIELAND_DVS43 	00:03:54,00 --> 00:04:00,50 	law enforcers try to fend off blood-spewing zombies with riot shields.
ZOMBIELAND.srt 	ZOMBIELAND_DVS170 	00:16:56,00 --> 00:17:02,50 	he tries to shut her out but she blocks the door with her foot.
ZOOKEEPER.srt 	ZOOKEEPER_DVS276 	01:00:16,00 --> 01:00:20,50 	then twirls in front of him trying.
ZOOKEEPER.srt 	ZOOKEEPER_DVS332 	01:14:15,00 --> 01:14:25,50 	someone hits his head on the car's raised scissor door as he tries to climb inside.
